complaint_hour,fraud_amount,fraud_type,victim_district,withdrawal_lat,withdrawal_lon,hours_to_withdrawal,risk_score,cluster_id
14,10000,UPI,Mangalore,12.99,77.5924,1.39,10.0,2
22,100000,CreditCard,Hubli,12.97,77.5891,1.32,100.0,0
22,5000,Debit,Bangalore,12.9732,77.5996,1.81,25.0,0
20,100000,NetBanking,Mangalore,12.9712,77.7145,3.42,100.0,4
15,50000,Debit,Bangalore,12.968,77.5813,2.76,50.0,0
20,50000,NetBanking,Bangalore,12.9675,77.5972,1.06,70.0,0
21,100000,CreditCard,Mysore,12.962,77.585,1.29,100.0,0
20,5000,CreditCard,Mangalore,13.0046,77.5795,3.57,25.0,2
10,5000,Debit,Hubli,13.0015,77.5724,1.82,5.0,2
10,15000,CreditCard,Mysore,12.9693,77.5854,2.27,15.0,0
9,10000,CreditCard,Hubli,12.9189,77.6204,1.49,10.0,3
10,50000,Debit,Mysore,12.8915,77.6007,2.79,50.0,3
20,20000,NetBanking,Mangalore,12.895,77.6035,3.35,40.0,3
9,5000,Debit,Hubli,13.0004,77.5655,0.91,5.0,2
14,15000,NetBanking,Mangalore,12.992,77.57,3.38,15.0,2
10,5000,Debit,Bangalore,12.9737,77.5953,0.71,5.0,0
21,20000,Debit,Mangalore,12.928,77.6263,1.94,40.0,1
16,50000,Debit,Mangalore,12.9957,77.5773,1.34,50.0,2
14,5000,Debit,Mysore,12.9519,77.6379,1.24,5.0,1
22,20000,CreditCard,Mangalore,12.9586,77.6029,1.15,40.0,0
14,100000,CreditCard,Bangalore,12.9433,77.613,2.8,100.0,1
10,50000,NetBanking,Hubli,12.9434,77.6399,1.94,50.0,1
11,20000,CreditCard,Mysore,12.8988,77.6008,1.87,20.0,3
11,5000,CreditCard,Bangalore,12.9818,77.5973,2.04,5.0,0
20,100000,Debit,Mangalore,12.9771,77.598,3.3,100.0,0
16,10000,CreditCard,Bangalore,12.9139,77.5967,2.88,10.0,3
21,10000,NetBanking,Bangalore,12.9705,77.7117,3.22,30.0,4
14,20000,NetBanking,Mangalore,12.9329,77.6241,3.25,20.0,1
11,10000,NetBanking,Mysore,12.8947,77.6151,0.63,10.0,3
9,100000,NetBanking,Mysore,13.0069,77.5794,2.24,100.0,2
11,50000,Debit,Mangalore,12.9464,77.6212,2.02,50.0,1
9,15000,CreditCard,Mysore,12.9656,77.6898,3.24,15.0,4
16,50000,UPI,Bangalore,12.9598,77.6983,2.53,50.0,4
14,15000,Debit,Mangalore,12.9623,77.6963,3.37,15.0,4
15,15000,UPI,Bangalore,12.9587,77.7083,2.97,15.0,4
9,15000,CreditCard,Mangalore,12.9556,77.6839,0.94,15.0,4
15,50000,Debit,Mysore,12.9891,77.6084,3.05,50.0,0
10,100000,UPI,Hubli,12.9587,77.6015,0.76,100.0,0
20,20000,Debit,Bangalore,12.9666,77.5972,2.46,40.0,0
14,50000,CreditCard,Mysore,12.9745,77.5923,2.6,50.0,0
11,20000,UPI,Mysore,12.9274,77.6176,0.79,20.0,1
21,15000,UPI,Mangalore,12.992,77.5717,2.4,35.0,2
11,20000,NetBanking,Bangalore,12.9709,77.5874,1.21,20.0,0
22,20000,Debit,Bangalore,12.942,77.6394,2.91,40.0,1
20,50000,CreditCard,Mysore,12.9658,77.597,1.52,70.0,0
22,50000,CreditCard,Hubli,12.9766,77.5993,1.0,70.0,0
20,20000,NetBanking,Mysore,12.936,77.6319,0.87,40.0,1
20,10000,UPI,Hubli,12.94,77.6121,0.55,30.0,1
22,15000,Debit,Bangalore,13.0099,77.5889,3.48,35.0,2
22,20000,UPI,Hubli,12.9936,77.5804,2.27,40.0,2
21,15000,UPI,Mangalore,12.9784,77.5925,1.62,35.0,0
10,10000,CreditCard,Mangalore,12.9459,77.6481,3.96,10.0,1
10,20000,NetBanking,Hubli,12.9273,77.6107,2.17,20.0,1
9,15000,Debit,Mysore,12.913,77.6172,1.95,15.0,3
22,50000,Debit,Hubli,12.9329,77.639,2.23,70.0,1
9,100000,Debit,Hubli,12.8966,77.6169,3.7,100.0,3
20,15000,Debit,Bangalore,12.9655,77.6118,0.85,35.0,0
11,50000,Debit,Mysore,12.9551,77.6168,2.94,50.0,1
11,20000,NetBanking,Mysore,12.9957,77.5886,0.69,20.0,2
11,10000,CreditCard,Mysore,12.9313,77.624,2.33,10.0,1
10,100000,NetBanking,Bangalore,13.0015,77.5608,1.32,100.0,2
21,5000,NetBanking,Mysore,12.9351,77.6176,2.18,25.0,1
11,15000,CreditCard,Bangalore,12.9051,77.6244,2.27,15.0,3
11,20000,UPI,Mysore,12.9226,77.6326,0.7,20.0,1
16,100000,Debit,Hubli,12.9984,77.5772,1.76,100.0,2
15,100000,UPI,Bangalore,12.9179,77.6134,1.95,100.0,3
20,15000,Debit,Mangalore,12.9773,77.6043,0.81,35.0,0
15,100000,UPI,Bangalore,12.9683,77.5885,3.67,100.0,0
21,15000,Debit,Bangalore,12.9607,77.5863,2.11,35.0,0
9,50000,NetBanking,Bangalore,13.0011,77.607,3.73,50.0,0
10,15000,UPI,Mangalore,12.9877,77.5668,1.01,15.0,2
10,5000,CreditCard,Bangalore,12.9764,77.6001,1.94,5.0,0
14,100000,Debit,Mangalore,12.9771,77.5921,3.8,100.0,0
20,100000,Debit,Mysore,12.9087,77.6133,1.42,100.0,3
11,5000,UPI,Bangalore,12.9725,77.5724,2.97,5.0,0
14,20000,Debit,Hubli,12.9329,77.616,0.88,20.0,1
15,100000,Debit,Bangalore,12.9118,77.6399,2.6,100.0,3
22,50000,Debit,Mysore,12.9753,77.5915,3.46,70.0,0
20,10000,UPI,Mangalore,12.9808,77.5994,2.76,30.0,0
20,15000,Debit,Mangalore,12.9758,77.6007,2.53,35.0,0
10,5000,Debit,Bangalore,12.9922,77.5833,3.25,5.0,0
9,20000,Debit,Mangalore,12.9399,77.6152,1.05,20.0,1
14,5000,CreditCard,Mysore,12.9408,77.6153,1.9,5.0,1
11,100000,CreditCard,Bangalore,12.9558,77.697,0.65,100.0,4
14,50000,NetBanking,Mysore,12.9698,77.7092,0.83,50.0,4
16,15000,Debit,Mangalore,12.9591,77.5951,0.6,15.0,0
9,50000,UPI,Mangalore,12.9529,77.6874,1.15,50.0,4
9,50000,UPI,Mysore,12.9694,77.5915,0.6,50.0,0
22,20000,UPI,Bangalore,12.9959,77.5989,1.68,40.0,0
14,100000,CreditCard,Mangalore,12.9578,77.589,2.79,100.0,0
14,15000,UPI,Mysore,13.0114,77.6009,1.12,15.0,2
14,100000,NetBanking,Mysore,12.9557,77.5758,0.73,100.0,0
14,10000,UPI,Mysore,12.9787,77.7039,3.02,10.0,4
14,20000,NetBanking,Hubli,12.9513,77.7053,3.25,20.0,4
16,10000,Debit,Mangalore,12.9748,77.58,3.28,10.0,2
10,10000,UPI,Mangalore,13.0045,77.5892,1.09,10.0,2
15,15000,UPI,Bangalore,12.9615,77.5955,3.63,15.0,0
9,50000,NetBanking,Bangalore,12.9259,77.6271,3.2,50.0,1
14,5000,UPI,Hubli,12.9262,77.6204,0.83,5.0,1
20,15000,NetBanking,Mysore,12.9912,77.5865,0.89,35.0,2
10,15000,NetBanking,Bangalore,12.9802,77.5923,2.17,15.0,0
21,20000,UPI,Bangalore,12.9104,77.5955,3.81,40.0,3
10,10000,Debit,Mysore,12.907,77.6095,2.06,10.0,3
16,20000,Debit,Mysore,12.9362,77.5989,0.59,20.0,3
20,20000,Debit,Hubli,12.9746,77.71,1.17,40.0,4
10,10000,UPI,Mangalore,12.9744,77.6122,1.27,10.0,0
9,10000,CreditCard,Hubli,12.9389,77.6284,2.64,10.0,1
11,100000,CreditCard,Hubli,13.0007,77.5922,2.85,100.0,2
11,5000,CreditCard,Hubli,13.0122,77.5737,3.49,5.0,2
14,10000,CreditCard,Bangalore,12.9584,77.5926,1.85,10.0,0
10,10000,UPI,Bangalore,12.9932,77.5794,2.66,10.0,2
9,20000,UPI,Bangalore,12.9724,77.6954,0.96,20.0,4
10,100000,NetBanking,Bangalore,13.0008,77.5806,2.15,100.0,2
21,15000,CreditCard,Mangalore,12.9801,77.5721,1.07,35.0,0
9,15000,UPI,Bangalore,12.9655,77.5967,1.18,15.0,0
10,100000,Debit,Mangalore,12.9836,77.5897,2.3,100.0,0
14,50000,CreditCard,Mysore,12.8912,77.6162,0.71,50.0,3
10,100000,CreditCard,Bangalore,12.9948,77.5681,3.2,100.0,2
15,50000,NetBanking,Bangalore,12.995,77.5782,2.67,50.0,2
16,20000,CreditCard,Mysore,12.904,77.5879,0.9,20.0,3
9,5000,Debit,Bangalore,12.9442,77.6372,2.9,5.0,1
16,100000,UPI,Mangalore,12.9665,77.6886,3.9,100.0,4
11,5000,NetBanking,Hubli,12.9992,77.5799,3.21,5.0,2
21,20000,NetBanking,Bangalore,12.9412,77.6312,1.19,40.0,1
15,20000,CreditCard,Bangalore,12.9643,77.5954,3.42,20.0,0
20,50000,CreditCard,Mangalore,12.9398,77.6391,0.93,70.0,1
14,20000,NetBanking,Mangalore,13.0082,77.5879,3.88,20.0,2
9,15000,UPI,Bangalore,12.9724,77.6087,2.32,15.0,0
20,10000,Debit,Mysore,12.9641,77.6914,2.07,30.0,4
11,50000,UPI,Mysore,13.0152,77.587,1.8,50.0,2
16,20000,CreditCard,Mangalore,12.9968,77.5752,2.38,20.0,2
14,5000,NetBanking,Mysore,13.0042,77.5846,2.97,5.0,2
20,20000,NetBanking,Mysore,12.9736,77.5977,3.35,40.0,0
21,10000,NetBanking,Hubli,12.9886,77.6053,1.67,30.0,0
20,20000,NetBanking,Bangalore,12.9119,77.6194,1.08,40.0,3
22,50000,NetBanking,Hubli,12.9497,77.704,0.83,70.0,4
21,5000,UPI,Bangalore,12.9281,77.6078,1.52,25.0,3
10,50000,UPI,Bangalore,12.9631,77.5881,1.42,50.0,0
11,10000,Debit,Hubli,12.9491,77.6922,2.6,10.0,4
14,100000,Debit,Hubli,12.9063,77.5959,1.55,100.0,3
20,50000,CreditCard,Mangalore,12.9718,77.6036,1.61,70.0,0
9,20000,NetBanking,Bangalore,12.9625,77.6098,3.49,20.0,0
21,20000,Debit,Mysore,12.9151,77.6203,3.3,40.0,3
10,100000,CreditCard,Bangalore,12.965,77.6031,0.8,100.0,0
14,50000,UPI,Mangalore,12.9607,77.6035,2.59,50.0,0
14,20000,CreditCard,Mangalore,13.0029,77.5855,2.12,20.0,2
9,15000,NetBanking,Bangalore,12.9234,77.6155,0.59,15.0,1
15,20000,CreditCard,Mangalore,12.9776,77.5851,0.75,20.0,0
14,15000,CreditCard,Mysore,12.9762,77.5809,2.78,15.0,0
14,50000,UPI,Mangalore,12.9801,77.5823,3.67,50.0,0
16,5000,Debit,Bangalore,13.0067,77.5863,1.03,5.0,2
16,100000,NetBanking,Mangalore,12.9942,77.5858,0.6,100.0,2
15,100000,CreditCard,Mysore,12.9626,77.6946,1.09,100.0,4
9,20000,NetBanking,Mangalore,12.9911,77.5604,2.15,20.0,2
14,50000,NetBanking,Mangalore,12.9751,77.579,1.56,50.0,0
22,20000,CreditCard,Hubli,13.0022,77.5774,0.95,40.0,2
14,50000,NetBanking,Mangalore,12.9784,77.5916,3.27,50.0,0
9,50000,CreditCard,Bangalore,12.9567,77.7073,1.06,50.0,4
10,10000,UPI,Mangalore,12.9386,77.6277,1.49,10.0,1
16,20000,CreditCard,Mangalore,12.9399,77.6091,3.01,20.0,1
14,15000,CreditCard,Mangalore,12.9792,77.6007,3.96,15.0,0
14,10000,UPI,Mangalore,12.925,77.6221,3.43,10.0,1
21,15000,CreditCard,Mysore,12.9712,77.5933,3.75,35.0,0
22,15000,UPI,Hubli,12.9385,77.6388,3.4,35.0,1
10,20000,UPI,Mysore,12.9208,77.5969,1.35,20.0,3
21,50000,CreditCard,Mangalore,12.9414,77.6378,2.74,70.0,1
22,20000,UPI,Mysore,13.0051,77.5909,3.9,40.0,2
14,50000,NetBanking,Mangalore,12.9917,77.6048,1.59,50.0,0
22,5000,NetBanking,Hubli,12.9125,77.6205,3.96,25.0,3
16,100000,NetBanking,Hubli,12.9114,77.6102,3.24,100.0,3
20,10000,UPI,Bangalore,12.9317,77.6401,1.38,30.0,1
15,15000,Debit,Hubli,12.927,77.6398,0.61,15.0,1
9,15000,Debit,Bangalore,13.0062,77.566,3.77,15.0,2
11,10000,NetBanking,Mangalore,12.9753,77.5736,2.43,10.0,0
9,20000,UPI,Bangalore,12.9663,77.7089,3.78,20.0,4
20,20000,CreditCard,Hubli,12.9953,77.5812,3.93,40.0,2
16,10000,CreditCard,Hubli,12.9911,77.5895,1.58,10.0,0
10,10000,NetBanking,Mysore,12.8994,77.6248,0.79,10.0,3
16,10000,Debit,Bangalore,12.9912,77.5946,3.98,10.0,0
9,5000,UPI,Mangalore,13.0113,77.5934,1.17,5.0,2
15,20000,Debit,Hubli,12.9642,77.5897,2.23,20.0,0
10,50000,NetBanking,Hubli,13.0135,77.5969,0.9,50.0,2
10,20000,NetBanking,Hubli,12.9656,77.6912,1.86,20.0,4
14,20000,NetBanking,Mysore,12.9299,77.6047,3.44,20.0,3
10,100000,CreditCard,Mangalore,12.9566,77.7034,2.09,100.0,4
21,10000,Debit,Mysore,12.9507,77.633,1.22,30.0,1
15,15000,UPI,Bangalore,13.0053,77.5846,0.97,15.0,2
11,100000,NetBanking,Mysore,12.9356,77.6301,3.87,100.0,1
22,50000,Debit,Bangalore,12.9759,77.577,1.69,70.0,2
21,100000,CreditCard,Mysore,12.974,77.5831,0.85,100.0,0
15,10000,UPI,Hubli,12.9391,77.6225,3.33,10.0,1
11,100000,CreditCard,Mangalore,12.9276,77.6257,1.65,100.0,3
16,20000,UPI,Mysore,12.9669,77.5931,3.12,20.0,0
9,10000,UPI,Mysore,12.9593,77.6955,0.67,10.0,4
14,20000,UPI,Bangalore,12.9736,77.587,3.32,20.0,0
21,100000,UPI,Hubli,12.9603,77.6008,2.18,100.0,0
10,100000,Debit,Mangalore,12.9779,77.5866,0.63,100.0,0
20,10000,UPI,Mangalore,12.9442,77.6182,3.1,30.0,1
15,5000,NetBanking,Bangalore,12.9741,77.6028,3.39,5.0,0
11,100000,UPI,Mangalore,13.0009,77.5845,3.33,100.0,2
21,15000,UPI,Hubli,12.93,77.6225,2.03,35.0,1
15,20000,CreditCard,Hubli,12.9331,77.617,0.94,20.0,1
21,100000,Debit,Mysore,12.9698,77.5791,3.15,100.0,0
22,20000,CreditCard,Bangalore,12.9303,77.6217,3.82,40.0,1
10,10000,UPI,Hubli,12.969,77.5922,1.79,10.0,0
11,5000,Debit,Mysore,12.971,77.5994,3.84,5.0,0
16,10000,NetBanking,Bangalore,13.0099,77.5735,2.68,10.0,2
16,100000,UPI,Bangalore,12.9596,77.5842,1.96,100.0,0
10,5000,NetBanking,Mangalore,12.9667,77.5911,3.81,5.0,0
14,5000,NetBanking,Mysore,12.9639,77.5816,0.87,5.0,0
14,50000,CreditCard,Mysore,12.967,77.5964,2.93,50.0,0
11,5000,NetBanking,Bangalore,12.966,77.6944,1.63,5.0,4
22,5000,NetBanking,Mangalore,12.9971,77.5707,0.71,25.0,2
21,5000,CreditCard,Bangalore,12.9349,77.616,3.34,25.0,1
21,10000,NetBanking,Mysore,12.9773,77.5767,0.71,30.0,0
21,50000,CreditCard,Bangalore,12.9976,77.583,3.4,70.0,2
16,20000,Debit,Mysore,12.9734,77.6215,0.5,20.0,0
22,5000,Debit,Hubli,12.9751,77.5846,3.98,25.0,0
9,100000,NetBanking,Mysore,13.0002,77.5622,3.23,100.0,2
9,5000,UPI,Hubli,12.9708,77.5863,1.74,5.0,0
14,10000,NetBanking,Bangalore,12.9808,77.5891,3.34,10.0,0
9,50000,UPI,Mysore,12.934,77.6181,2.27,50.0,1
10,15000,Debit,Hubli,12.989,77.5914,2.35,15.0,0
14,5000,Debit,Mysore,12.9535,77.6326,1.55,5.0,1
14,10000,Debit,Hubli,12.9764,77.5983,2.68,10.0,0
10,20000,Debit,Hubli,12.9639,77.6807,1.44,20.0,4
16,20000,UPI,Mysore,12.9324,77.633,3.65,20.0,1
9,20000,CreditCard,Mangalore,13.0007,77.5659,1.93,20.0,2
22,15000,CreditCard,Bangalore,12.9095,77.627,0.66,35.0,3
16,50000,CreditCard,Bangalore,12.9477,77.6239,1.56,50.0,1
20,100000,UPI,Mangalore,12.9695,77.6963,3.83,100.0,4
22,15000,NetBanking,Hubli,12.9182,77.6153,1.14,35.0,1
15,50000,Debit,Bangalore,12.9872,77.5919,1.4,50.0,0
16,10000,UPI,Mysore,12.9988,77.577,3.31,10.0,2
10,10000,NetBanking,Mysore,12.9542,77.6408,3.12,10.0,1
9,50000,NetBanking,Mangalore,12.9938,77.593,3.08,50.0,0
10,15000,CreditCard,Mangalore,12.9746,77.5794,2.18,15.0,0
20,20000,NetBanking,Bangalore,12.95,77.6128,1.77,40.0,1
15,100000,CreditCard,Mysore,12.9738,77.5836,2.05,100.0,0
15,50000,Debit,Hubli,12.9657,77.5862,2.48,50.0,0
20,5000,NetBanking,Bangalore,12.9951,77.5746,2.14,25.0,2
22,10000,NetBanking,Mangalore,12.9297,77.6328,1.26,30.0,1
21,10000,CreditCard,Bangalore,12.949,77.7022,3.17,30.0,4
14,50000,Debit,Hubli,12.9838,77.5895,1.99,50.0,0
16,5000,UPI,Mangalore,12.928,77.6222,2.55,5.0,1
9,50000,CreditCard,Hubli,12.9718,77.7019,3.93,50.0,4
11,50000,CreditCard,Hubli,12.9663,77.5994,3.97,50.0,0
16,50000,UPI,Mysore,12.9902,77.5868,3.41,50.0,2
9,15000,NetBanking,Mangalore,12.9757,77.5915,1.08,15.0,0
22,10000,NetBanking,Mysore,12.9268,77.6156,3.6,30.0,1
14,10000,Debit,Hubli,12.9769,77.6069,1.84,10.0,0
22,5000,Debit,Mangalore,12.9948,77.5846,1.06,25.0,2
10,5000,NetBanking,Hubli,12.8891,77.6042,3.44,5.0,3
22,15000,Debit,Mysore,12.9713,77.5855,0.72,35.0,0
10,50000,CreditCard,Hubli,12.9622,77.5879,1.77,50.0,0
11,5000,CreditCard,Mangalore,12.9129,77.6081,2.87,5.0,3
10,50000,CreditCard,Hubli,12.9788,77.5588,2.13,50.0,2
11,5000,Debit,Mysore,12.9655,77.5992,2.98,5.0,0
22,15000,Debit,Hubli,12.9441,77.5896,0.82,35.0,0
9,15000,CreditCard,Mangalore,12.9959,77.5939,2.1,15.0,2
9,10000,NetBanking,Mysore,12.9973,77.5838,1.69,10.0,2
11,15000,UPI,Mangalore,13.0026,77.5587,0.6,15.0,2
16,10000,UPI,Mangalore,12.9793,77.5968,2.62,10.0,0
15,15000,Debit,Mangalore,12.9767,77.6339,3.27,15.0,0
14,5000,Debit,Bangalore,12.9804,77.5972,2.48,5.0,2
22,5000,Debit,Hubli,12.9687,77.5975,2.58,25.0,0
15,10000,UPI,Mysore,12.9347,77.6203,2.37,10.0,1
16,100000,UPI,Mysore,12.9955,77.5833,1.27,100.0,2
14,20000,UPI,Bangalore,12.9564,77.6021,2.04,20.0,0
14,5000,Debit,Bangalore,12.931,77.6132,3.06,5.0,1
21,10000,NetBanking,Hubli,12.9671,77.6072,3.1,30.0,0
15,50000,UPI,Mangalore,12.9958,77.5836,0.7,50.0,2
10,20000,CreditCard,Mangalore,12.9939,77.5876,2.24,20.0,2
16,50000,NetBanking,Hubli,13.0081,77.5985,2.18,50.0,2
16,5000,NetBanking,Hubli,12.9082,77.6167,3.41,5.0,3
9,15000,CreditCard,Mysore,12.961,77.713,1.62,15.0,4
16,50000,Debit,Mangalore,12.9644,77.6021,1.16,50.0,0
9,100000,UPI,Mangalore,12.9993,77.5794,0.6,100.0,2
10,50000,Debit,Hubli,12.9725,77.5971,2.8,50.0,0
11,20000,Debit,Hubli,13.0,77.5821,1.36,20.0,2
9,10000,NetBanking,Bangalore,12.9258,77.6199,1.94,10.0,3
10,5000,NetBanking,Mangalore,12.9803,77.59,0.66,5.0,0
20,50000,Debit,Mysore,12.9011,77.6196,1.08,70.0,3
21,5000,UPI,Mysore,12.944,77.6392,1.48,25.0,1
21,10000,Debit,Mysore,12.9656,77.5923,2.97,30.0,0
20,50000,UPI,Hubli,12.9436,77.6961,3.47,70.0,4
22,10000,Debit,Mangalore,13.0112,77.5753,2.5,30.0,2
22,20000,UPI,Mysore,12.9664,77.6981,1.21,40.0,4
11,10000,CreditCard,Bangalore,12.9132,77.5985,3.75,10.0,3
9,20000,CreditCard,Mysore,12.9361,77.5946,1.66,20.0,1
10,20000,NetBanking,Hubli,12.9993,77.5637,3.83,20.0,2
15,10000,CreditCard,Mysore,12.9721,77.7078,0.77,10.0,4
11,5000,UPI,Hubli,13.0059,77.5952,0.99,5.0,2
9,100000,UPI,Mysore,12.9917,77.5975,1.02,100.0,2
22,100000,NetBanking,Mangalore,12.9809,77.5922,1.82,100.0,0
21,50000,NetBanking,Hubli,12.9214,77.5989,2.72,70.0,3
22,10000,NetBanking,Bangalore,12.9634,77.5885,1.48,30.0,0
10,5000,UPI,Mangalore,12.9663,77.584,1.84,5.0,0
21,100000,CreditCard,Mysore,12.9838,77.592,1.59,100.0,0
15,50000,NetBanking,Mangalore,13.0047,77.5743,2.85,50.0,2
9,50000,NetBanking,Hubli,12.9534,77.5973,1.68,50.0,0
11,10000,UPI,Mangalore,12.9525,77.5939,1.94,10.0,0
20,10000,UPI,Bangalore,12.9463,77.7199,3.66,30.0,4
21,50000,CreditCard,Bangalore,13.0103,77.5811,3.32,70.0,2
11,15000,Debit,Mysore,12.9478,77.616,2.8,15.0,1
22,5000,NetBanking,Mangalore,12.977,77.5966,2.81,25.0,0
11,10000,Debit,Mangalore,12.9742,77.6073,1.27,10.0,0
9,50000,Debit,Hubli,13.0085,77.5829,1.39,50.0,2
11,20000,UPI,Mysore,12.9551,77.585,2.96,20.0,0
10,15000,CreditCard,Bangalore,12.934,77.6254,3.07,15.0,1
20,50000,UPI,Bangalore,12.9239,77.6486,2.3,70.0,1
16,5000,CreditCard,Bangalore,12.9868,77.6006,1.26,5.0,0
11,100000,NetBanking,Mangalore,12.9607,77.6979,2.11,100.0,4
21,20000,CreditCard,Mysore,12.9257,77.6253,0.9,40.0,1
15,50000,CreditCard,Mangalore,12.9742,77.5822,2.09,50.0,0
16,10000,CreditCard,Hubli,12.9633,77.6984,3.11,10.0,4
21,50000,NetBanking,Mysore,12.8909,77.6014,3.87,70.0,3
22,5000,NetBanking,Mysore,12.9971,77.5989,0.64,25.0,2
10,15000,NetBanking,Bangalore,12.9772,77.5812,3.0,15.0,0
20,15000,UPI,Hubli,12.9765,77.5791,2.12,35.0,0
20,15000,CreditCard,Mangalore,12.946,77.6198,2.47,35.0,1
20,20000,NetBanking,Mysore,12.9707,77.6079,3.28,40.0,0
22,20000,CreditCard,Mangalore,12.9223,77.6105,1.8,40.0,1
11,50000,UPI,Mysore,12.9658,77.605,2.7,50.0,0
21,10000,NetBanking,Mysore,12.92,77.5962,1.77,30.0,1
16,50000,NetBanking,Mangalore,12.9307,77.63,3.05,50.0,1
20,10000,NetBanking,Hubli,12.9836,77.59,3.5,30.0,0
9,10000,UPI,Mangalore,12.9311,77.636,0.76,10.0,1
14,5000,CreditCard,Mysore,12.9165,77.6206,3.05,5.0,1
15,15000,UPI,Mangalore,13.0031,77.5845,3.79,15.0,2
11,20000,UPI,Bangalore,12.9301,77.6248,3.06,20.0,1
21,100000,CreditCard,Hubli,12.9103,77.6179,3.57,100.0,1
9,10000,Debit,Mysore,12.9397,77.6147,2.11,10.0,1
14,50000,UPI,Bangalore,13.0018,77.5845,2.0,50.0,2
10,5000,Debit,Hubli,12.9682,77.5963,2.79,5.0,0
16,100000,Debit,Mangalore,12.9256,77.6224,1.03,100.0,1
9,20000,CreditCard,Mysore,13.0073,77.5816,2.3,20.0,2
22,50000,UPI,Mysore,12.9953,77.5822,1.42,70.0,2
9,10000,NetBanking,Mysore,12.9171,77.5895,1.83,10.0,3
21,100000,Debit,Bangalore,12.9468,77.6211,0.77,100.0,1
15,100000,NetBanking,Mangalore,12.9395,77.6365,1.65,100.0,1
21,100000,Debit,Bangalore,12.9463,77.6929,2.93,100.0,4
15,10000,CreditCard,Bangalore,12.9983,77.5722,3.41,10.0,2
9,10000,UPI,Bangalore,13.0185,77.5714,2.15,10.0,2
10,50000,CreditCard,Mangalore,12.966,77.5966,3.43,50.0,0
11,5000,CreditCard,Bangalore,12.9596,77.5906,1.37,5.0,0
20,20000,Debit,Hubli,12.9748,77.5913,1.35,40.0,0
9,50000,UPI,Mysore,12.9707,77.5893,3.88,50.0,0
22,5000,CreditCard,Hubli,12.9449,77.7032,0.66,25.0,4
10,100000,Debit,Mangalore,12.9275,77.6102,2.97,100.0,3
22,20000,NetBanking,Hubli,13.0035,77.5869,3.36,40.0,2
16,100000,UPI,Mysore,12.9589,77.6116,1.39,100.0,0
21,50000,Debit,Hubli,12.9372,77.6408,3.48,70.0,1
22,10000,UPI,Bangalore,12.9279,77.6427,1.43,30.0,1
10,5000,CreditCard,Mysore,12.9794,77.6001,0.81,5.0,0
16,50000,UPI,Mangalore,12.9623,77.6975,2.59,50.0,4
16,5000,NetBanking,Mysore,12.9472,77.6259,3.21,5.0,1
21,10000,NetBanking,Bangalore,12.9155,77.6133,0.79,30.0,1
14,5000,NetBanking,Mysore,12.9581,77.7031,1.73,5.0,4
10,10000,CreditCard,Bangalore,13.0006,77.5922,1.09,10.0,2
20,5000,UPI,Hubli,12.9521,77.596,1.89,25.0,0
22,50000,UPI,Hubli,12.9418,77.7076,1.37,70.0,4
21,50000,UPI,Hubli,12.9707,77.5988,3.73,70.0,0
14,20000,CreditCard,Mangalore,12.9014,77.6228,3.94,20.0,3
11,10000,NetBanking,Mangalore,12.9456,77.6303,1.58,10.0,1
10,15000,NetBanking,Mangalore,12.9703,77.6004,1.27,15.0,0
22,50000,Debit,Mangalore,12.9281,77.6331,3.63,70.0,1
21,5000,UPI,Bangalore,12.9881,77.6053,1.06,25.0,0
9,5000,NetBanking,Mangalore,12.9643,77.5982,2.69,5.0,0
15,5000,Debit,Mangalore,12.9587,77.6003,1.76,5.0,0
16,50000,CreditCard,Hubli,12.9761,77.5759,1.07,50.0,0
14,100000,CreditCard,Mangalore,12.9236,77.6217,3.04,100.0,1
9,50000,UPI,Hubli,12.9322,77.6124,0.75,50.0,1
16,50000,CreditCard,Bangalore,13.0051,77.5825,1.77,50.0,2
21,100000,CreditCard,Bangalore,12.9697,77.587,2.36,100.0,0
15,5000,UPI,Hubli,13.0117,77.5966,1.02,5.0,2
22,50000,UPI,Mysore,12.9964,77.5739,1.25,70.0,2
9,10000,CreditCard,Mysore,13.0061,77.5764,2.03,10.0,2
21,5000,UPI,Mangalore,12.9586,77.7074,2.46,25.0,4
21,50000,UPI,Mangalore,12.9821,77.5932,2.94,70.0,2
15,5000,NetBanking,Hubli,12.9359,77.6204,3.87,5.0,1
22,10000,UPI,Hubli,12.9707,77.5942,3.99,30.0,0
15,20000,NetBanking,Hubli,12.9543,77.6095,3.44,20.0,0
14,10000,NetBanking,Mangalore,12.972,77.599,1.41,10.0,0
11,5000,CreditCard,Bangalore,12.9695,77.6898,3.78,5.0,4
14,20000,CreditCard,Mysore,12.9399,77.6218,3.28,20.0,1
16,100000,NetBanking,Bangalore,12.9185,77.5887,0.5,100.0,3
16,20000,NetBanking,Mysore,12.909,77.604,3.3,20.0,3
21,15000,Debit,Mangalore,12.9759,77.5993,1.23,35.0,0
10,50000,UPI,Hubli,12.9645,77.5875,1.88,50.0,0
22,100000,NetBanking,Mangalore,12.9341,77.6155,2.49,100.0,1
20,50000,Debit,Bangalore,12.98,77.5909,2.1,70.0,0
10,10000,UPI,Hubli,12.9721,77.5763,1.65,10.0,2
21,100000,NetBanking,Mysore,12.9612,77.5783,0.67,100.0,0
